Komentar,Label
oh jd ini ikan yg jd lambang di gerobak somay😮😮,netral
ini videonya AI generated bukan?,netral
Tanda bacanya kacau banget jd gk nyaman didengar,negatif
pantas di sungai ikannya begitu semua,netral
​@BosBos-i6dmakan aja ikan sapu2 itu,netral
Makanya budayakan makan ikan sapu2 kan halal juga.,netral
"Malah ketawa lu , anda salah satu orang yg bertanggung jawab di akhirat!",netral
di danau rawapening udah mulai banyak sekali ini ikan.,netral
Bang tolong jelaskan mengenai Ikan lohan di video selanjutnya please🙏,positif
Hahaha memang ikan lucknut itu.,netral
musnahkan saja sudah sangat merugikan gak perlu penelitian,netral
"buat pakan ternak,kucing dll mngkin bisa yaaa",positif
Nila juga bukan lokal oiii,netral
kemampuannya bertahan hidup mirip ikan tembakul (mudskipper),positif
IKAN SAPU-SAPU KE SUKA' AN KAN SIOMAY NTR bilangnya ini ikan Tenggiri 😂😮😅😊,positif
Sapu sapu harus musnah total diganti dgn bibit ikan lokal,netral
"Viral dimusnahkan, tanpa manfaat. Kasihan",positif
Semua ikan sapu-sapu milik Allah,netral
Tilapai is not local fish bro,netral
Sapu Sapu ikan Sedang Naik Daun oLeh Pramono Maung 😅😂,netral
"penghobi , harus bertanggung jawab juga sih.",netral
sama sama terimakasih sudah menonton,positif
Ini kan ikan pembersih kaca,positif
AI = FITNAH 👉 HARAM **** FITUR AI WAJIB DI BLOKIR DI INDONESIA...!!!,netral
Apa biasa di buat baso ikan pak?,netral
wahh bahaya dong ternaknya bisa terpapar tar ternakny dimakan lg ama manusia,netral
Ikan sapu kalau hidup di laut bakal punah ikan lain tidak ya😂,netral
Ikan ini info nya bisa jadi pembersih korupsi😂,negatif
ikan tapal batu pemakan lumut malah punah,negatif
kesatria mamarika yg berubah jadi penjajah 😁,netral
​@tomztomz9825 otak jgn dipantat . 😂,netral
Seperti habib baklawi bertamu tapi gak sopon,netral
di daerahku namanya ikan indosiar atau pembersih kaca,positif
Israel banget sih narasinya 😅,netral
Yg lebih ganas adalah ikan koruptor pemakan yg ganas,negatif
Nilai gizinya jg sangat rendah,netral
Apakah tembakul juga merusak ekosistem?,netral
​@muhamadsinto2542kalau daerah sini tidak ada racun,netral
"Bukan jawa aja, sumatra banyak ikan ini",netral
Buang Aja ke laut setangguh apa mereka disana😂😂😂,netral
"aku jawab 
 
 
 biawak
 dan burung Bangau",netral
Nyambek diburu manusia bro. Makanya susah.,netral
Itu sih ikan terbang/layang adanya di laut,netral
Ikan sapu bagiku bermanfaat buat ngisi buat bersih kaca aquarium,positif
Cocok buat proyek MBG proyek para bandait,netral
Di sungai Brantas Jatim ikan sapu sapu banyak sekali.,netral
Ia mirip penyepong panci nak abah,netral
Siapa Yang membuang ikan ini ke sungai?,netral
sapu sapu berdasi belum punah,negatif
gak ada manfaat yg diambil dr ikan sapu2,positif
tp ikan yg km sebutkn it. tdk merusak habitat ikan lain,negatif
Kasih diolah jadi pakan ternak ​@sigitsetyawadi3951,positif
D olah d jadikan pakan utk kolam ikan /tambak ?,positif
Ikan paling rajin tukang sapu,netral
Justru PANCI lebih mendominasi disetiap dapur rumah-rumah ada 😂,netral
KAYAKNYA INI MASUK KATEGORI IKAN PURBA😁,netral
Se jenis Ikan hantu ini...,netral
Saat nya Manusia jadi predator puncak 😅,netral
Ketika sapu2 bnyak brarti ekosistem airnya sudah rusak penuh limbah,negatif
​@aldiedo2354 piaraan ku jadi korban,netral
kaya orang Israel yg di terima di palestina malah menjajah,netral
Kalau gak salah ada menu ikan sapu -ikan berharga mahal,netral
carilah di google pasti nemu jwbanya😂😂,netral
silahkan klau mau terpapar logam berat dr ikan ini,netral
msalahnya mereka hidup di habitat yg salah skrg,positif
"Ratusan Ton Ikan Sapu Sapu Diindonesia ,Kenapa Tidak Eksport Ke Brazil",netral
Cara olahnya sebelum bisa dijahit???,netral
"Ikan ini jangan dimusnahkan ciptaan Tuhan, lebih baik musnahkan koroptor",positif
"Maaf min ikan nila itu bukan ikan lokal, ikan nila itu juga ikan infasiv",netral
Tp gw msh suka ama ikan ini 🙂,netral
SEHARUSNYA KORUPTOR DI SURUH MAKAN IKAN SAPU-SAPU 😂😂😂😂😂😂😂😂😂,negatif
Bayangkan jika ikan sapu-sapu sifatnya seperti piranha Amazon 😂,netral
TERNAK BUAYA AJA BUAT makanin SaPU sapU,netral
Ngga bisa dimakan manusia yeah?,netral
Ikan ini akan berubah jadi yajud mahjud,netral
"Katanya bisa diolah lalu diexport ke korea, apa ke china",positif
"Jngan"" Itu bukan ikan, setan kyak nya",negatif
"oh ikan sapu sapu ,,, kenapa skrg jadi kambing hitam",netral
ceritanya kok kayak penjajah yg terjadi saat ini ya..,netral
"amerika dimana mana invansi gak orang ,gak ikan😁😁😁",netral
"Nila bukan asli indonesia, dia juga invasif dari afrika",netral
Ikan sapu sapu pendatang tp mengalahkan pribumi,netral
Di Aceh pun mulai banyak ini,netral
Sapu2 pembersih sungai kalo dan lain2,positif
sy campurkan sm ikan piranha pun ikan piranha gak mau mkan dy....,netral
Klo dlu masih kecil gw mainin helicopter ni ikan ..karna mirip airwolf,netral
Ini satu kolam dengan caplin dan Roy suryo😂😂😂,netral
buset ini sapu2 jiwa penjajah 😂,netral
Jangan buat makan buaya tapi buat makan koruptor yg di penjara....,negatif
bukannya bisa dibuat somay ya??,netral
Di saya harga telur ikan sapu lumayan mahal,netral
Sama kaya negara aslinya yang hobi mendominasi dengan cara apapun 😂,netral
Dan lucunya di danau toba disebar ikan sapu²,netral
ikan sapu jgn salah pikir.jual ke pabrik pupuk organik ❤JD pupuk,netral
Mantap bro. Musnahkan aja ini ikan invasif.,positif
"g orang, g binatang, yg asal amerika selalu menjajah",netral
"menyimak fakta, tapi berasa hoax, oh AI",negatif
Video Ai yang sangat apik....,netral
"Video AI, suara AI, Skip",netral
Ikan sapu sapu yg ada di DPR tuh berani berantad ngak... 😅😅😅😅😅,positif
Sapu sapu disini langkah malahan 😂,netral
Harusnya bersyukur ada ikan sapu2 sebagai pembersih,positif
Koruptor lahir dari masyarakat yang rusak,negatif
Emang manusianya aja ngga mau belajar,netral
Berarti kali disitu udah kotor,negatif
Di larang juga penjual ikan sapu sapu di yukang aquarium,netral
DI AMERIKA LATIN SAPU2 DIHIDANGKAN DALAM BERBAGAI MENU. KENAPA KITA TAKUT??,netral
"Siapa yang bawa ne ikan,,",netral
aamiin kawan semoga diangkat rasa sakitnya,netral
Kalau dikampungku namanya iwak jokolepo😂,netral
nyaris sempurna bgt ni ikan 🤣,netral
Ikan sapu² merupakan ikan purba..???,netral
"Wa.. Wa.. Wa.. Sdh smpe di pegunungan mahluk itu, mama' dong jual",netral
Untung tangan ku selama hidup ku tidak pernah memelihara hewan apa2.,positif
Pelihara gibran aja atau jokowi,netral
Kayanya ini ikan israel heheee,netral
Jelek banget wujud nya nyak 😬,netral
Ikan sapu2 bisa jadi obat jual ke kedokteran ya kalo dapat CIA 😊,positif
"Mudah kok musnahkannya, tinggal pake sentrum mati semua tuh ikan wkwk😂",negatif
Ikan sioni yaudi dan AS ini!,netral
"Sapu-sapu itu seperti Israel. Dikasih tempat, malah ngebantai",netral
​@MuhammadKaf-j9cdia aja dari Amerika Selatan 😂,netral
Sampe ke ikan2 jadi penjajah ngeri2,netral
Saya nelayan merasa sangat menggangu bahkan merugikan ikan ini,netral
"Stop pakai AI bro, ga kreatif lu, ga usaha ngerekam videonya sendiri",positif
katanya dalam perut ikan sapu2 terdapat plutonium buat bahan nuklir,netral
MBG ikan Sapu2 APBN 😢,negatif
videonya AI ga jadi nonton,netral
Coba dilepas di laut ajah bro .kasihan jika dibunuh,netral
Saya suka makan ikan ini 🤤,netral
sungai dikampung saya sekarang sudah dikuasai sapu sapu😢,negatif
Allah swt ciptakan makhluk hidup pasti ada gunanya,positif
semoga konten AI di banned di youtube,netral
Kok ikan sapu sapu saya di rumah tidak bisa gerak sendiri ya.,netral
"Udah dari dulu
 Baru pada sadar skr..",netral
Sapu-sapu itu satu spesies dengan ikan pembersih kaca?,netral
klo di Jabodetabek namanya ikan somay😂,netral
Ikan sapu-sapu memang suka lompat 😂,netral
"Kisahnya mirip bangsa israel, penjajah yg mengklaim segalanya",netral
"Ikan pembersih sungai , sungai di kotori limbah .",netral
"Di timor Leste namanya ikan ""taga"" 😅",netral
mungkin lebih cocok nama nya diganti ikan Vacum Vacum 😃🤣🤣🤣,netral
ya itu berharap ikan lokal tumbuh tapi limbah beracun ngga diurus 😂,netral
Tgl di budaya di tempat yang bersih enak dagingnya,positif
Dia jenis ikan batu Cok mkn lumut bukan kayu 🗿,netral
Coba taruh 1 piranha saja. Dicabik tidak ya itu sapu2 ?,netral
Jadi ikan ini persis seperti bangsa israel,netral
Tangkapin ikan sapu sapu olah sebagai campuran pelet makanan ikan,netral
"Saya adalah nelayan pengepul ikan sapu sapu di waduk jatigede,, ikan sapu bendungan,sungai dibuat filet,,",netral
"Seandainya ada milyarder yg perduli lingkungan,barang siapa yang bisa tangkap dan bunuh ikan ini akan dibayar pasti mereka akan punah 😢",negatif
"Ikan Sapu-sapu, kalo bahasa daerahku Jukut Beung Betu..
 Di tempat kalian apa namanya ?",netral
"Palembang hadir ,ikan sapu sapu sudah dimana mana ,sampai pelosok karena di sebar penggemar ikan hias sekarang JD hama ,fakta ikn sapu sapu walau sudah di jemur sampe keras ,kalau di siram air masih bisa bernafas,buktikn saja. .bagaimana cara membasminya Skrang sda sangat banyak di sungai dimana mana",netral
Ikan yang dulu dijadikan petugas pembantu bersih bersih justru menjadi penjajah dan penguasa di seluruh sungai sungai Nusan Tara.,positif
AKAN tetapi yang paling penting dan harus diperhatika n dipertanyakan Apakah dinas lingkungan hidup dan perikanan Sudah melakukan program dan gerakan untuk MEMBASMI HAMA di Seluruh sungai sungai di Indonesia ini?,positif
"Ikan hama perusak kehidupan ikan2 lokal,semakin banyak sabu2 berkembang semakin hilang ikan lokal ,walau ia tdk mmakan sesama ikan namun ia mmakan telur2 ikan lokal",netral
"Semua kembali LG k SDM manusianya yg masih minim,tak mngerti dmpak jangka panjang yg dtimbulkan oleh ikan tsb",netral
"30 tahun yang lalu sampai beli anakannya untuk di taruh di aquarium, agar selalu bersih permukaan dalamnya. ternyata sekarang melimpah ruah di lingkungan perairan,",positif
Bagaimana ikan ini di sungai Amazon tidak bisa mendominasi sungai? itu yang jarang diulas.,netral
Kenapa mahluk itu di ciptakan jk khidupanya hanya merusak lingkungan. Yg jls smua mahluk yg tercipta tentu ada hikmah dn maknanya bagi alam.. wslamkum..,negatif
"Ikan sapu sekarang udah beredar di mn"" ,,,di kali di kolam , baaaaanyak banget ,,,!! Karna aku orang bodoh , jadi gk bisa mengolah ikan sapu jadi yg lebih bermanfa'at ,,!! Mungkin anda yg pinter"" coba ber experimen dg ikan sapu ,,,!! 🙏🙏🙏🙏",negatif
"​@Suyatmin21-pb9duikan sapu sapu habitat asli nya di Amerika Selatan (AmSel) , kalaupun punah di Indonesia, masih lebih baik krn ikan ini masih banyak di AmSel. Nah... Pak @AhmadAmaludin-hv6jb ini sepertinya mungkin tidak pedulinya kalau ikan sapu sapu ini dapat meng eliminasi ikan ikan lain yg jauh lebih banyak manfaatnya daripada ikan sapu sapu ini, sehingga dibela. Sudah dijelaskan di video, ikan sapu2 badannya keras, predator alami hampir tak ada. Dan ikan sapu2 rakus kalau makan alga, telur ikan. Cepat beranak pinak, dan bisa membuat punah ikan2 yang baik lainnya. Tapi bapak itu sprtinya mungkin mana peduli. Malah ikan sapu2 dibela nya utk tetap exist banyak sebagai hama dan menghabisi ikan2 lokal. Itu mungkin yg dimaksudnya bersih. Harusnya ikan sapu2 hanya boleh di kontrol di akuarium. Pantang dilepas je alam, karena menjadi hama. Terima kasih responnya , Pak.",positif
Sering di buru buat baso ikan(wow amisnya..)juga sama penggembala itik buat pakan campuran,positif
"buang sampah terutama yg susah terurai, sembarangan adalah titik awal kehancuran lingkungan",negatif
"Kelak akan ada pengusaha kuliner yg dapat mengolah ikan ini menjadi santapan yg sangat enak dgn harga terjangkau ,,saat itulah ikan sapu² akan diburu habis oleh manusia",negatif
"😂😂😂yg lebih mengerikan lg perusak ekosistim adalah pencemaran air dr bahan kimia,klw ikan sapu2 msh bisa d konsumsi bahkan jd mata pencaharian,klw bahan kimia apa yg mw d harap.",negatif
"Kata evolusioner itu tidak benar! Seolah-olah tak ada Tuhan, ini mensejajarkan Atheis bergaya Charles Dawin",positif
"smoga gak tennag hidup nya yg buang ikan sapu sapu kesungai, dan disiksa kau di kuburan",positif
Kayak red devil ya dipelihara org trus dilempar ke danau dan berkembang biak dan skrng jadi hama buat ikan lokal,netral
"Makhluk yg paling paling banyak keburukannya dari pada manfaatnya. Gali lobang telur bisa bikin longsor pinggir sungai, makan banyak alga bikin ikan lain ga dapat makanan dan bisa pelan2 punah, makan telur ikan lain, merusak ekosistem karna jumlahnya masif, bikin jaring nelayan rusak krna sisiknya yg tajam. Dan banyak lagi. Sama2 nyusahin kayak buaya. 
 
 Kenapa ga ditangkap banyak2 trs diksh buat pakan buaya. Buaya dipenangkaran kan lumayan bgt buat pakan buaya. Buaya mah gragas makan apa aja.",negatif
"Di Indonesia semua penjajah di makan. keong mas, ikan sapu-sapu, ikan aligator, ikan Arapaima. Semua di konsumsi. Ini adalah bangsa yang kebal penjajah",netral
"3:30 kasalahan fatal nih, segitu malesnya chanel ini untuk riset ikan lokal itu apa aja. ikan nila, ikan mas, ikan mujair, ikan lele dumbo, dan ikan bawal BUKAN ikan lokal 😂😂",netral
"Kalo yg doyan mah katanya enak , emang pernah sy liat dangingnya merah kaya ikan tongkol",netral
"Semoga ada perusahan besar, pegilingan sapu sapu buat pakan pelet, ternak, pupuk, mungkin bisa medis, peetanian, induatri juga",positif
"😂😂ikan ini mulai populer era75/80an...kami membudidaya,,sbg Ikan hias... namun ikan ini terlalu cepat berkembang ,,tanpa batas..kematian/di konsumsi... yakinlah satu saat nanti pasti ada manfaatnya.. Krn semua gak ada yg kebetulan. ini ketentuan alam. Maka berfikir lah... Musibah jadi berkah.. anagkat semua ikan itu aku beli berapapun aku jadikan pelet pakan ternak.. aku sudah membuat mesinnya.. dan siapapun bisa berusaha😂😂😂",positif
"Ikan ini sangat bahaya karna populasi ikan asli y bisa punah karna dia gak makan lumut tapi pemakan telur telur ikan asli nusantara karna dia hama yg sangat serius
 Ikan sapu sapu berasal dari hutan amazon",negatif
"Pantes sinfatnya invasif
 Dia dari mamarika
 DNA rakus juga di tanamkan pada ikan",netral
Wualaaaahhh ternyata ada 1orang bodoh yg nyemplungin ikan hiasanya 😂😂😂😂😂 baru tau.,negatif
Byasane yg nyebar itu pabrik2 makanan ringan yg lokasinya gk jauh dari sungai,netral
"Ada, ini contohnya, manfaatnya sungai jadi lebih banyak ikan, meski hanya sapu sapu, dan kang somay bisa beli dagingnya lbih murah, dri pada ikan laut.. 😁😁",positif
"Yang tak ngalah mengerikan, ikan ini mampu melakukan hibernasi.
 Di mana akan masuk musim kemarau, ketika ikan ini terjebak di kubangan air yg akan mengering, dia mengubur diri di dalam tanah lumpur.
 Ketika tanah terisi air lagi di musim penghujan, ikan ini bangun dari hibernasi dan hidup kembali untuk melanjutkan hidupnya..",positif
19:43 Ah nyata nya sering dibikin Siomay tuh. Tulisannya Siomay Ikan Tengiri.,netral
Kalau di daera ku namanya ikan pembersih kaca atau di sebut juga ikan garitel,positif
Sekarang yang jadi masalah bukan soal spesies habitat asli... di Jawa sungainya itu rusak kena limbah..,negatif
Sekarang ni di Malaysia sedang menjalankan penghapusan ikan sapu2 ni sebab merosakkan ekosistem perairan Malaysia..,netral
sekarang di daerah saya sapu sapu jadi bahan pokok pembuatan pakan ternak dan mempunyai nilai ekonomis dengan harga 5ribu per kilo,positif
hikmahnya jgan sembarangan nglepas hewan yang bukan endemik ke tempat yang bukan habitat aslinya.,netral
semua hewan ada habitatnya masing2 ga bisa asal dilepaskan gitu aja di habitat negara/daerah lain,netral
"Ikan Tawes, Ikan Baung, Ikan Betok, Ikan Wader Pari, dan Ikan Belida sepertinya udah ga ada di sungai-sungai dan danau tergantikan ikan sapu-sapu",netral
"setuju Pak,, kami yg biasa pancing ikan air tawar cukup terganggu dgn hewan itu. Namun jua dinas Perikanan d daerah hnya fokus ke jenis ikan yg komersil namun LUPA dengan keberadaan Sapu ijuk itu.
 Lahh,, kami yg pancing ikan d bendungan atau sungai entah itu sungai yg air mengalir atau air tenang pun atau kami yg pancing ikan d Dam kecil pun sering tertipu dgn ikan itu.
 Harapan semoga Dinas Perikanan di kota"" kecil mohon sedikit peduli dgn populasi ikan itu. 
 Bukankah dinas Perikanan juga dapat Gaji tiap bulan 😔",positif
sangat bahaya..beberapa danau hulu kalau sudah ada ikan ini bisa merusak kondisi pangan khusunya periknan...satu pulau bisa habis...,negatif
"Knapa gak rakayasa genetik supaya model nyamuk Wolbachia yg jadi jantan smua lalu perlahan hilang smua....
 
 Siklus hidup sapu2 smpe brapa tahun baru PD modar..... Nah bikin aja JD jantan smua generasi berikutnya",positif
Klu bgitu ikan sapu-sapu nya tangkap di tiap-tiap sungai buang kelaut biar jadi makanan hiu,netral
"Saya mancing ikan wader dg metode kepyur BR pakan ayam , eh yg ngumpul malah ikan ini .
 Bangke !! 🗿",positif
"dokumenter pakai AI klo era jurasic masih wajar tpi makin lama makin kelewatan, bahkan ada video restorasi tapi full ai. halah cuihh.",netral
"Penilaian saya terhadap konten ini:
 1. Memberikan suguhan informasi sesuai dengan judulnya, meskipun isi kontenya video AI, hal ini patut dihargai, karena membuat video AI butuh effort juga
 2. Konten kreatornya pun lebih kreatif, karena menyuguhkan bahasa internasional supaya viewers selain +62 bisa nonton dan memahami maksudnya.
 3. from one to ten, I give it 10
 
 video AI kalo digunakan dengan baik, itu akan bermanfaat dan bukan penipuan, tapi suguhan visual yang disesuaikan keperluan.",positif
"Jika perairanmu bagus dan mendapatkan ikan sapu2,.konsumsi saja,..enak kok dagingnya,.minim tulang,.hanya tulang utama di tengah dan sedikit tulang perut. Yahh hitung2 menggurangi populasinya,. Dan di Indonesia sdah terbukti,..hewan yg di jadikan konsusmsi akan cepat punah,. 😅",netral
"Informasi nya menarik untuk tidak dilewatkan, tapi video ai bikin males, jadi skip dulu lah....",netral
"Ikan sapu-sapu ini laksana golongan yg ada d Kalimantan ini,,, penjajah d segala usaha,,,,😂😂",netral
"basmi dengan cara di obat sungai nya, tetapi panatau olh aparat dan pemda, kordinasi dan libatkan masyarakat kawal dari hulu ke hilir, seteh brsih maka masukan ikan2 yg lebih bermanfaat",positif
"Di daratan Ada HABIB
 Di air ada ikan sapu2 dua jenis makhluk yg sama ceritanya😅",netral
"Kehadiran ikan sapu2 bisa di kendalikan dg cara apapun dg saru syarat, STOP MBG ( ladang big korupsi ).",negatif
"ini video di sponsorin oleh nelayan.....................bukan fakta sebenernya di lapangan..................................faktanya ikan ini sangat bermanfaat bagi lingkungan , tapi hama bagi nelayan.....................makanya dibuatkan video AI seolah2 mereka buruk......huff.....manusia egois",positif
"gw jadi mikir, knapa ikan ini skrg jadi banyak? apakah ikannya yg salah? atau lingkungannya yg salah? sehingga ikan ini jadi banyak?",netral
"​@BosBos-i6dini semua berawal dari masyarakat yg sembarangan melepas bibit ikan sapu2 aquarium ke sungai, skrg ekosistem sungai rusak disalahkan pemerintah",negatif
"Konten ini sangat bagus memanfaatkan ikan bermasalah menjadi sumber ekonomi rakyat, menjadikan kulitnya bernilai ekonomi, menjadikan dagingnya bahan pakan ikan, membuat pupuk bagi tanaman, menjadikan hidup ikan membantu meNetralkan sungai yang tercemar, semoga juga bisa membantu dalam masalah pencemaran air bekas tambang atau galian dan bisa menjadi pembasmi hama tanaman dengan memanfaatkan dagingnya yang beracun.
 Lumayan membantu nengurangi pengangguran di Indonesia kalau srkalanya industri.",positif
dulu sy sangat hobi mancing sepat di lingkungsn sy.sekarang tak ada lagi yg tersisa di rawa hanya ikan sapu2 dan nila,netral
"Baru ikqn sapu2 ..bikin pusing apalg mahluk terkuat di bumi yang merugikan ...yqng sering mabuk ras , mabuk kuasa , mabuk kekayaan , mabuk agama , mabuk miras , mabuk kawin ,,,,, mabuk judol , mabuk ...dll ( mohon tambahkan bila ada kurang ) 😭😭 apa gak buat pusing ????? Gimna cara atasinya ???",negatif
"Kulitnya bagus buat assesoris dompet, ikat pinggang, tas, sayang sekali kemaren gubernur dki mengubur ikan tangkapan tsb",netral
Udh bner ikan sapu2 itu dikonsumsi baik sbg mknan manusia ataupun pkan hewan. Agar nasibnya spt ikan nila.krna di daerah asalnya d sepanjang aliran sungai amazon mreka jd ciri khas kuliner setempat,positif
​@tomztomz9825Kalau Mikir nya kaya gtu pupuk buat tanaman juga bnyk dari kotoran. Dan gak semua ikan sapu kotor Kya di Ciliwung ya karena ikan sapu kalau di tempat bersih masih bisa di mkn,netral
"Perbanyak ikan Tomang/Gabus dewasa, dijamin telor2 ikan sapu juga ikan2 sapu kecil, dilahap dengan semangat.",positif
"Diolah jadi pupuk tanaman juga bagus, aku pernah dengar petani yg hasil pertaniannya jumbo2, ditanya apa rahasianya, dia bilang dia rutin kasih ""makan"" tanamannya daging ikan yg gak segar lagi atau bagian ikan yg gak dimakan seperti isi perut, tulang, kepalanya, dll.",positif
"Betulnya saya kelolanya aja
 Ikan ini bagus banget kalau di taruh septitank, beguna banget, ga perlu sedot wc berkali kali",positif
Bukan cuma Kapitalis asing yg menjajah sumberdaya alam Indonesia. ikannya pun jg ikut menjajah,netral
"​@hermawanadinugroho2873ikan sapu kami dari bendungan jatigede,, di luar negri brazil juga ikan sapu mahal harganya dibikin olahan makanan",netral
Yang berbahaya/invasif dan jadi penjajah bangsa adalah para koruptor bergerak senyap dan terang terangan,negatif
"Kata ikan sapu : jgn kami disapuhitamkan karena ikan ikan lokal bermatian tdk semata mata karena kami, tapi manusia nya juga buang sampah sembarangan, limbah industri, dan ketidakpedulian pemerintah manusia selama ini tdk mengurusi sungai sungai. 😂",negatif
Orang latin aja juga makan ini ikan cuma di amazon kan bersih airnya ga bahaya beda sama Disni,netral
"Aku pernah miara sapu2 di kolam, ternyata setelah bbrp lama tinggal bangkai kepalanya, ternyata dimangsa ""nyambik"" (sejenis biawak) yg menyusup dari selokan...
 mungkin biawak ini bs dijadikan kontrol populasi",positif
"Kenapa ikan sapu2 disebut invasif ya,,, padalah yg infasiv itu manusia nya dan segala macam penyebab kerusakan",negatif
"Palih mana kang, abi sok disanggut wae cupa cupa 😢😢 ke mah moal dibantingkeun, candak we ah",negatif
Apakah Gubernur DKI sdh menonton video ini ? Peluang ekonomis yg bisa dimanfaatkan thd ber ton-ton tangkapan ikan sapu² alih alih dibasmikan,positif
Banyak org bertanya..kenapaa ya ikan semakin langka di sungai rawa atau di sawah ya...org mengira semua mutlak karena pupuk kimia,netral
"Gak nyangka ikan sapu sapu dulunya ikan hias😅, PD hal aku klo lihat ikan sapu sapu cm ada dua kesan, mnjijikkan dan menyeramkan. Kebayang dulu th 90 awal di jakarta sungai dmn mana air brwarna hitam tp ikannya bnyak skli. Di ksh tau SM teman itu ikan sapu sapu 😅",negatif
"Yang sifatnya hama, seperti ikan sapu sapu itu sebenarnya bisa dimanfaatkan jadi barang yg bernilai ekonomi, ikan sapu sapu bisa di olah menjadi pakan ternak, seperti por ayam atau por ikan lele dan sebagainya, bukan hanya di musnahkan tapi di ambil nilai manfaatnya.",positif
12:19 indonesia emang ramah 😂 nggk orang nya pemerintahnya alamnya ... Bahkan ikannya pun bisa ramah dan toleran 😂,netral
*JARiNG DiSAMBUNG SEMUA JARiNG digabung jaring–JARiNG2 digabungin semua diLempaRkan ke sungai bersamaA²2 habis tu sapu-sapu*,negatif
❤🎉❤ *JARiNG DiSAMBUNG SEMUA JARiNG digabung jaring–JARiNG2 digabungin semua diLempaRkan ke sungai bersamaA²2 habis tu sapu-sapu*,netral
"​@mulyabangunwaduh..kandungan logam beratnya bahaya brew.
 Tau sendiri ikan sapu2 di limbah aja hidup berkembang biak pesat.",netral
Ikan sapu2 sering di jadikan bahan tambahan siomay sama segelintir org2 yg tak bertanggung jawab,netral
"saya lahir dihulu sungai Kalimantan lama merantau kekota,, saya kaget pertama melihat ada ikan sapusapu didesa kami..
 sekarang desa kami di invasi ikan Nila & sapusapu yg dulu tdk ada ditempat kami..",netral
"Kayaknya sih yg benar2 merusak ekosistem sungai itu lebih kepada industri yg membuang limbah sembarangan ke sungai.. Ditambah lagi industri2 rumahan spt pencelupan pewarnaan celana jeans, pewarnaan batik, dll yg tdk memiliki penampungan limbah tp seenaknya membuang limbah kimia mereka dgn sembarangan ke sungai",negatif
"Berterimakasih kepada pak Gub.Jakarta yg menyadarkan semua pihak bahayanya Ikan Sapu-Sapu yg predator Pandemis...Semoga terus berlanjut membrantasnya...
 
 (Mestinya para Ahli Perikanan atau Lingkungan yg punya ide, tapi kok diem bae...)",positif
Ikan Sapu-sapu itu mirip termul dan Polda Mulyono Jaya. Terlalu mendominasi untuk merusak tatanan hukum di Indonesia 😅,negatif
Pertanyaannya yang bawa pertama kali ke indonesia buat bersihin aquarium sampe dibuang ke sungai pas udah gede itu siapa? nah,positif
"gk bs, sapu sapu itu berkembang biak dg cepat. memakan telur ikan lain, biawak memakan bangkai, klo ikan sapu sapu hdp di dasar jd agak susah biawak memakany klo di alam liar",netral
"Air di sungai Jakarta yang tercemar limbah beracun tidak ada ikan dapat bertahan, adanya kehidupan di dalamnya adalah berkat; suatu hal baik yang dikemudian hari dapat memecahkan masalah..",positif
Ikan sapu-sapu dapat di komsusi tidak ? Karna ku lihat ada yang menangkap dan katanya untuk buat empek-empek yang dimakan .🙏,positif
"Hewan yg slalu menjaga kebersihan dihabitatnya malah dibersihkan,sbgai pengalihan isu korup.....yg ditutup dgn ikan sapu2 hama..,sebenernya siapa yg hama dipempropnya...???",netral
"Sudah dijelaskan sama ahlinya, biawak gak mau makan sapu-sapu kecuali terpaksa",netral
Orang bodoh komen. Pembahasan apa jawabannya apa? Otaknya di dengkul ya begini,negatif
Tapi ikan sapu-sapu yg hidup dilingkungan tercemar ada kandungan logam beratnya nanti ikut terserap dimakan ayamnya.,positif
"Ada benarnya juga. Daging ikan sapu² gak bisa di konsumsi, namun kulitnya bisa digunakan sebagai dompet...",positif
Dulu punya ikan ini..jatoh dari kolam seharian di luar GK kena air masih hidup juga ..,positif
logam beratnya beralih ke hewan ternak lalu di makan manusia ya sama aja bang lu kira logam beratnya gk ikut kali ya😂😂,netral
karna saking banyaknya jumlah ikan ini meskipun di kubur pun jg tetap masih melimpah ruah,netral
dan ikan lelenya ikut membawa logam berat ikan ini trus di makan manusia kita lihat dampaknya 10-30 tahun kedepan apa saja yg di alami oleh orang2 yg makan lele itu😂😂😂,netral
inilah salah satu org yg berjasa terhadap kelestarian ikan sapu2 di indonesia😂😂😂,positif
limbah pabrik beracun aja msih bisa hidup ini ikan apa lg cuma obat doang😂😂😂😂 ikan lain yg ada limbah pabriknya aja mati tp ikan ini msih sehat berrti bisa di bayangkan kuatnya ikan ini😂😂😂,positif
logam beratnya pindah ke ikan atau peliharaan lain lalu tetap aja di makan manusia😂😂😂,netral
ceramah lu salah tempat bang kyak ikan sapu2 salah habitatnya harusnya habitatnya di amazon sperti ceramah lu harusnya di masjid😂😂😂,netral
"​@inpo7666didatangkan ke indonesia melalui jalur perdagangan ikan hias pada 1970-1980an, dgn tujuan pelengkap aquarium sebagai ikan pembersih.. nah pertanyaan kedua siapa yg beli pertama kali di indonesia? 😅😅😅",positif
tp cerita di dalamnya itu nyata bang sampai dedy corbuzer pun bahas ikan ini di podcashnya,netral
sulit krna air yg terkontaminasi limbah beracun aja msih bisa hidup ikan ini😂😂,positif
​@mustakim8534beda daerah beda nama bang di daerahku jg namanua ikan pembersih kaca,positif
